INFO  - 2022-03-03 15:38:34.454; utils.log; START=StudentChangePassword--------------------------------------------------------------
INFO  - 2022-03-07 09:11:55.884; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-07 09:11:57.940; utils.log; Open Menu  Clicked
INFO  - 2022-03-07 09:12:00.079; utils.log; Job Title entered into Search Box
INFO  - 2022-03-07 09:12:02.136; utils.log; Search Button  Clicked
INFO  - 2022-03-07 09:12:04.192; utils.log; Job Searched was found
INFO  - 2022-03-07 09:12:04.239; utils.log; Jobs Selected
INFO  - 2022-03-07 09:12:14.389; utils.log; Recommended TAB Selected
INFO  - 2022-03-07 09:12:19.479; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 09:12:21.543; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 09:12:23.596; utils.log; Favorite Button   Clicked 
INFO  - 2022-03-07 09:12:25.662; utils.log; Favorite success message is displayed  
INFO  - 2022-03-07 09:13:29.703; utils.log; END=FAILED
INFO  - 2022-03-07 09:16:07.620; utils.log; START=CandidateProcessingFavoriteTab--------------------------------------------------------------
INFO  - 2022-03-07 09:16:08.285; utils.log; Chrome browser is Selected 
INFO  - 2022-03-07 09:16:12.144; utils.log; Test Execution Started On Dev
INFO  - 2022-03-07 09:16:18.111; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-07 09:16:20.135; utils.log; Employer Login Successful
INFO  - 2022-03-07 09:16:24.300; utils.log; Dropdown  Clicked
INFO  - 2022-03-07 09:16:26.357; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-07 09:16:28.440; utils.log; Open Menu  Clicked
INFO  - 2022-03-07 09:16:30.568; utils.log; Job Title entered into Search Box
INFO  - 2022-03-07 09:16:32.620; utils.log; Search Button  Clicked
INFO  - 2022-03-07 09:16:34.668; utils.log; Job Searched was found
INFO  - 2022-03-07 09:16:34.714; utils.log; Jobs Selected
INFO  - 2022-03-07 09:16:44.871; utils.log; Recommended TAB Selected
INFO  - 2022-03-07 09:16:49.958; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 09:16:52.033; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 09:16:54.082; utils.log; Favorite Button   Clicked 
INFO  - 2022-03-07 09:16:56.154; utils.log; Favorite success message is displayed  
INFO  - 2022-03-07 09:17:52.502; utils.log; START=CandidateProcessingFavoriteTab--------------------------------------------------------------
INFO  - 2022-03-07 09:17:53.375; utils.log; Chrome browser is Selected 
INFO  - 2022-03-07 09:17:57.453; utils.log; Test Execution Started On Dev
INFO  - 2022-03-07 09:18:00.196; utils.log; END=FAILED
INFO  - 2022-03-07 09:18:03.361; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-07 09:18:05.489; utils.log; Employer Login Successful
INFO  - 2022-03-07 09:18:09.699; utils.log; Dropdown  Clicked
INFO  - 2022-03-07 09:18:11.761; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-07 09:18:13.820; utils.log; Open Menu  Clicked
INFO  - 2022-03-07 09:18:15.942; utils.log; Job Title entered into Search Box
INFO  - 2022-03-07 09:18:17.996; utils.log; Search Button  Clicked
INFO  - 2022-03-07 09:18:20.052; utils.log; Job Searched was found
INFO  - 2022-03-07 09:18:20.127; utils.log; Jobs Selected
INFO  - 2022-03-07 09:18:30.274; utils.log; Recommended TAB Selected
INFO  - 2022-03-07 09:18:35.374; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 09:18:37.476; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 09:18:39.543; utils.log; Favorite Button   Clicked 
INFO  - 2022-03-07 09:18:41.640; utils.log; Favorite success message is displayed  
INFO  - 2022-03-07 09:19:43.687; utils.log; END=FAILED
WARN  - 2022-03-07 09:19:45.851; org.asynchttpclient.netty.handler.WebSocketHandler; onError
java.net.SocketException: Connection reset
	at java.base/sun.nio.ch.SocketChannelImpl.throwConnectionReset(SocketChannelImpl.java:394)
	at java.base/sun.nio.ch.SocketChannelImpl.read(SocketChannelImpl.java:426)
	at io.netty.buffer.PooledByteBuf.setBytes(PooledByteBuf.java:253)
	at io.netty.buffer.AbstractByteBuf.writeBytes(AbstractByteBuf.java:1132)
	at io.netty.channel.socket.nio.NioSocketChannel.doReadBytes(NioSocketChannel.java:350)
	at io.netty.channel.nio.AbstractNioByteChannel$NioByteUnsafe.read(AbstractNioByteChannel.java:151)
	at io.netty.channel.nio.NioEventLoop.processSelectedKey(NioEventLoop.java:719)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeysOptimized(NioEventLoop.java:655)
	at io.netty.channel.nio.NioEventLoop.processSelectedKeys(NioEventLoop.java:581)
	at io.netty.channel.nio.NioEventLoop.run(NioEventLoop.java:493)
	at io.netty.util.concurrent.SingleThreadEventExecutor$4.run(SingleThreadEventExecutor.java:986)
	at io.netty.util.internal.ThreadExecutorMap$2.run(ThreadExecutorMap.java:74)
	at io.netty.util.concurrent.FastThreadLocalRunnable.run(FastThreadLocalRunnable.java:30)
	at java.base/java.lang.Thread.run(Thread.java:833)
INFO  - 2022-03-07 09:22:23.254; utils.log; START=CandidateProcessingFavoriteTab--------------------------------------------------------------
INFO  - 2022-03-07 09:22:23.912; utils.log; Chrome browser is Selected 
INFO  - 2022-03-07 09:22:27.626; utils.log; Test Execution Started On Dev
INFO  - 2022-03-07 09:22:33.485; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-07 09:22:35.509; utils.log; Employer Login Successful
INFO  - 2022-03-07 09:22:39.707; utils.log; Dropdown  Clicked
INFO  - 2022-03-07 09:22:41.762; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-07 09:22:43.826; utils.log; Open Menu  Clicked
INFO  - 2022-03-07 09:22:45.971; utils.log; Job Title entered into Search Box
INFO  - 2022-03-07 09:22:48.019; utils.log; Search Button  Clicked
INFO  - 2022-03-07 09:22:50.075; utils.log; Job Searched was found
INFO  - 2022-03-07 09:22:50.126; utils.log; Jobs Selected
INFO  - 2022-03-07 09:22:59.204; utils.log; END=FAILED
INFO  - 2022-03-07 09:25:39.787; utils.log; START=CandidateProcessingFavoriteTab--------------------------------------------------------------
INFO  - 2022-03-07 09:25:40.480; utils.log; Chrome browser is Selected 
INFO  - 2022-03-07 09:25:43.970; utils.log; Test Execution Started On Dev
INFO  - 2022-03-07 09:25:49.925; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-07 09:25:51.945; utils.log; Employer Login Successful
INFO  - 2022-03-07 09:25:56.166; utils.log; Dropdown  Clicked
INFO  - 2022-03-07 09:25:58.225; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-07 09:26:00.280; utils.log; Open Menu  Clicked
INFO  - 2022-03-07 09:26:02.405; utils.log; Job Title entered into Search Box
INFO  - 2022-03-07 09:26:04.462; utils.log; Search Button  Clicked
INFO  - 2022-03-07 09:26:06.520; utils.log; Job Searched was found
INFO  - 2022-03-07 09:26:06.568; utils.log; Jobs Selected
INFO  - 2022-03-07 09:26:14.641; utils.log; END=FAILED
INFO  - 2022-03-07 09:32:59.815; utils.log; START=CandidateProcessingFavoriteTab--------------------------------------------------------------
INFO  - 2022-03-07 09:33:00.526; utils.log; Chrome browser is Selected 
INFO  - 2022-03-07 09:33:04.374; utils.log; Test Execution Started On Dev
INFO  - 2022-03-07 09:33:10.235; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-07 09:33:12.258; utils.log; Employer Login Successful
INFO  - 2022-03-07 09:33:16.459; utils.log; Dropdown  Clicked
INFO  - 2022-03-07 09:33:18.512; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-07 09:33:20.561; utils.log; Open Menu  Clicked
INFO  - 2022-03-07 09:33:22.713; utils.log; Job Title entered into Search Box
INFO  - 2022-03-07 09:33:24.777; utils.log; Search Button  Clicked
INFO  - 2022-03-07 09:33:26.838; utils.log; Job Searched was found
INFO  - 2022-03-07 09:33:26.884; utils.log; Jobs Selected
INFO  - 2022-03-07 09:33:34.995; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-07 09:33:39.077; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 09:33:41.143; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 09:33:43.204; utils.log; All Actions Options Available on the Favorite TAB
INFO  - 2022-03-07 09:33:43.205; utils.log; End TEST-------------------------- CandidateProcessingFavoriteTab------------------------
INFO  - 2022-03-07 09:33:43.205; utils.log; END=PASSED
INFO  - 2022-03-07 09:37:30.698; utils.log; START=CandidateProcessingHiredTAB--------------------------------------------------------------
INFO  - 2022-03-07 09:37:31.367; utils.log; Chrome browser is Selected 
INFO  - 2022-03-07 09:37:35.727; utils.log; Test Execution Started On Dev
INFO  - 2022-03-07 09:37:41.783; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-07 09:37:43.807; utils.log; Employer Login Successful
INFO  - 2022-03-07 09:37:47.979; utils.log; Dropdown  Clicked
INFO  - 2022-03-07 09:37:50.036; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-07 09:37:52.090; utils.log; Open Menu  Clicked
INFO  - 2022-03-07 09:37:54.224; utils.log; Job Title entered into Search Box
INFO  - 2022-03-07 09:37:56.286; utils.log; Search Button  Clicked
INFO  - 2022-03-07 09:37:58.336; utils.log; Job Searched was found
INFO  - 2022-03-07 09:37:58.383; utils.log; Jobs Selected
INFO  - 2022-03-07 09:38:08.494; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-07 09:38:12.598; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 09:38:14.659; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 09:38:16.710; utils.log; Send Offer Action  Clicked
INFO  - 2022-03-07 09:38:18.799; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 09:38:20.870; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 09:38:23.213; utils.log; Candidate Moved to Hired TABS
INFO  - 2022-03-07 09:38:26.281; utils.log; END=FAILED
INFO  - 2022-03-07 09:40:02.317; utils.log; START=CandidateProcessingHiredTAB--------------------------------------------------------------
INFO  - 2022-03-07 09:40:03.020; utils.log; Chrome browser is Selected 
INFO  - 2022-03-07 09:40:08.097; utils.log; Test Execution Started On Dev
INFO  - 2022-03-07 09:40:14.443; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-07 09:40:16.462; utils.log; Employer Login Successful
INFO  - 2022-03-07 09:40:20.794; utils.log; Dropdown  Clicked
INFO  - 2022-03-07 09:40:22.884; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-07 09:40:24.983; utils.log; Open Menu  Clicked
INFO  - 2022-03-07 09:40:27.113; utils.log; Job Title entered into Search Box
INFO  - 2022-03-07 09:40:29.174; utils.log; Search Button  Clicked
INFO  - 2022-03-07 09:40:31.221; utils.log; Job Searched was found
INFO  - 2022-03-07 09:40:31.267; utils.log; Jobs Selected
INFO  - 2022-03-07 09:40:41.376; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-07 09:40:45.505; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 09:40:47.564; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 09:40:49.612; utils.log; Send Offer Action  Clicked
INFO  - 2022-03-07 09:40:51.725; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 09:40:53.774; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 09:40:56.128; utils.log; Candidate Moved to Hired TABS
INFO  - 2022-03-07 09:40:58.194; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 09:41:00.243; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 09:41:02.288; utils.log; All Actions Options Available on the Hired TAB
INFO  - 2022-03-07 09:41:02.288; utils.log; End TEST-------------------------- CandidateProcessingHiredTAB------------------------
INFO  - 2022-03-07 09:41:02.288; utils.log; END=PASSED
INFO  - 2022-03-07 09:51:44.002; utils.log; START=CandidateProcessingInterviewTAB--------------------------------------------------------------
INFO  - 2022-03-07 09:51:44.743; utils.log; Chrome browser is Selected 
INFO  - 2022-03-07 09:51:48.451; utils.log; Test Execution Started On Dev
INFO  - 2022-03-07 09:51:54.368; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-07 09:51:56.385; utils.log; Employer Login Successful
INFO  - 2022-03-07 09:52:00.589; utils.log; Dropdown  Clicked
INFO  - 2022-03-07 09:52:02.651; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-07 09:52:04.714; utils.log; Open Menu  Clicked
INFO  - 2022-03-07 09:52:06.842; utils.log; Job Title entered into Search Box
INFO  - 2022-03-07 09:52:08.908; utils.log; Search Button  Clicked
INFO  - 2022-03-07 09:52:10.963; utils.log; Job Searched was found
INFO  - 2022-03-07 09:52:11.017; utils.log; Jobs Selected
INFO  - 2022-03-07 09:52:21.125; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-07 09:52:25.172; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-07 09:52:27.268; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 09:52:29.329; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 09:52:31.383; utils.log; Candidate Selected for Interview 
INFO  - 2022-03-07 09:52:33.957; utils.log; Interviewing TAB  Clicked
INFO  - 2022-03-07 09:52:36.027; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 09:52:38.067; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 09:52:40.118; utils.log; All Actions Options Available on the Interview TAB
INFO  - 2022-03-07 09:52:40.118; utils.log; End TEST-------------------------- CandidateProcessingInterviewTAB------------------------
INFO  - 2022-03-07 09:52:40.118; utils.log; END=PASSED
INFO  - 2022-03-07 09:53:44.137; utils.log; START=CandidateProcessingOfferSentTAB--------------------------------------------------------------
INFO  - 2022-03-07 09:53:45.552; utils.log; Chrome browser is Selected 
INFO  - 2022-03-07 09:53:49.846; utils.log; Test Execution Started On Dev
INFO  - 2022-03-07 09:53:55.672; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-07 09:53:57.690; utils.log; Employer Login Successful
INFO  - 2022-03-07 09:54:01.858; utils.log; Dropdown  Clicked
INFO  - 2022-03-07 09:54:03.914; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-07 09:54:05.968; utils.log; Open Menu  Clicked
INFO  - 2022-03-07 09:54:08.104; utils.log; Job Title entered into Search Box
INFO  - 2022-03-07 09:54:10.167; utils.log; Search Button  Clicked
INFO  - 2022-03-07 09:54:12.221; utils.log; Job Searched was found
INFO  - 2022-03-07 09:54:12.268; utils.log; Jobs Selected
INFO  - 2022-03-07 09:54:22.375; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-07 09:54:26.419; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-07 09:54:28.521; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 09:54:30.577; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 09:54:32.629; utils.log; Send Offer Action  Clicked
INFO  - 2022-03-07 09:54:34.717; utils.log; Send Offer Action  Clicked
INFO  - 2022-03-07 09:54:36.784; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 09:54:38.826; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 09:54:40.909; utils.log; All Actions Options Available on the Send Offer TAB
INFO  - 2022-03-07 09:54:40.909; utils.log; End TEST-------------------------- CandidateProcessingOfferSentTAB------------------------
INFO  - 2022-03-07 09:54:40.909; utils.log; END=PASSED
INFO  - 2022-03-07 09:57:05.499; utils.log; START=CandidateProcessingProposedTAB--------------------------------------------------------------
INFO  - 2022-03-07 09:57:06.181; utils.log; Chrome browser is Selected 
INFO  - 2022-03-07 09:57:09.777; utils.log; Test Execution Started On Dev
INFO  - 2022-03-07 09:57:15.588; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-07 09:57:17.607; utils.log; Employer Login Successful
INFO  - 2022-03-07 09:57:21.776; utils.log; Dropdown  Clicked
INFO  - 2022-03-07 09:57:23.833; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-07 09:57:25.893; utils.log; Open Menu  Clicked
INFO  - 2022-03-07 09:57:28.147; utils.log; Job Title entered into Search Box
INFO  - 2022-03-07 09:57:30.211; utils.log; Search Button  Clicked
INFO  - 2022-03-07 09:57:32.280; utils.log; Job Searched was found
INFO  - 2022-03-07 09:57:32.405; utils.log; Jobs Selected
INFO  - 2022-03-07 09:57:35.563; utils.log; Proposed TAB Selected
INFO  - 2022-03-07 09:57:38.656; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 09:57:40.716; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 09:57:42.734; utils.log; No Actions Available for Proposed Jobs
INFO  - 2022-03-07 09:57:42.735; utils.log; End TEST-------------------------- CandidateProcessingProposedTAB------------------------
INFO  - 2022-03-07 09:57:42.735; utils.log; END=PASSED
INFO  - 2022-03-07 09:58:23.196; utils.log; START=CandidateProcessingRecommended--------------------------------------------------------------
INFO  - 2022-03-07 09:58:23.845; utils.log; Chrome browser is Selected 
INFO  - 2022-03-07 09:58:27.312; utils.log; Test Execution Started On Dev
INFO  - 2022-03-07 09:58:33.188; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-07 09:58:35.209; utils.log; Employer Login Successful
INFO  - 2022-03-07 09:58:39.373; utils.log; Dropdown  Clicked
INFO  - 2022-03-07 09:58:41.428; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-07 09:58:43.510; utils.log; Open Menu  Clicked
INFO  - 2022-03-07 09:58:45.646; utils.log; Job Title entered into Search Box
INFO  - 2022-03-07 09:58:47.703; utils.log; Search Button  Clicked
INFO  - 2022-03-07 09:58:49.749; utils.log; Job Searched was found
INFO  - 2022-03-07 09:58:49.795; utils.log; Jobs Selected
INFO  - 2022-03-07 09:59:00.229; utils.log; Recommended TAB Selected
INFO  - 2022-03-07 09:59:05.362; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 09:59:07.435; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 09:59:09.485; utils.log; Favorite Button   Clicked 
INFO  - 2022-03-07 09:59:11.557; utils.log; Favorite success message is displayed  
INFO  - 2022-03-07 10:00:15.246; utils.log; START=CandidateProcessingRecommended--------------------------------------------------------------
INFO  - 2022-03-07 10:00:15.918; utils.log; Chrome browser is Selected 
INFO  - 2022-03-07 10:00:16.588; utils.log; END=FAILED
INFO  - 2022-03-07 10:00:19.770; utils.log; Test Execution Started On Dev
INFO  - 2022-03-07 10:00:25.655; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-07 10:00:27.681; utils.log; Employer Login Successful
INFO  - 2022-03-07 10:00:31.865; utils.log; Dropdown  Clicked
INFO  - 2022-03-07 10:00:33.928; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-07 10:00:35.982; utils.log; Open Menu  Clicked
INFO  - 2022-03-07 10:00:38.106; utils.log; Job Title entered into Search Box
INFO  - 2022-03-07 10:00:40.171; utils.log; Search Button  Clicked
INFO  - 2022-03-07 10:00:42.225; utils.log; Job Searched was found
INFO  - 2022-03-07 10:00:42.270; utils.log; Jobs Selected
INFO  - 2022-03-07 10:00:52.431; utils.log; Recommended TAB Selected
INFO  - 2022-03-07 10:00:57.540; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 10:00:59.646; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 10:01:01.713; utils.log; Propose  Button   Clicked 
INFO  - 2022-03-07 10:01:03.795; utils.log; Propose success message is displayed  
INFO  - 2022-03-07 10:01:47.817; utils.log; START=CandidateProcessingRecommended--------------------------------------------------------------
INFO  - 2022-03-07 10:01:48.477; utils.log; Chrome browser is Selected 
INFO  - 2022-03-07 10:01:52.574; utils.log; Test Execution Started On Dev
INFO  - 2022-03-07 10:01:58.648; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-07 10:02:00.671; utils.log; Employer Login Successful
INFO  - 2022-03-07 10:02:04.834; utils.log; Dropdown  Clicked
INFO  - 2022-03-07 10:02:05.843; utils.log; END=FAILED
INFO  - 2022-03-07 10:02:06.903; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-07 10:02:08.967; utils.log; Open Menu  Clicked
INFO  - 2022-03-07 10:02:11.107; utils.log; Job Title entered into Search Box
INFO  - 2022-03-07 10:02:13.162; utils.log; Search Button  Clicked
INFO  - 2022-03-07 10:02:15.220; utils.log; Job Searched was found
INFO  - 2022-03-07 10:02:15.273; utils.log; Jobs Selected
INFO  - 2022-03-07 10:02:25.440; utils.log; Recommended TAB Selected
INFO  - 2022-03-07 10:02:30.528; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 10:02:32.628; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 10:02:34.682; utils.log; Propose  Button   Clicked 
INFO  - 2022-03-07 10:03:36.733; utils.log; END=FAILED
INFO  - 2022-03-07 10:09:24.299; utils.log; START=CandidateProcessingRejectedTAB--------------------------------------------------------------
INFO  - 2022-03-07 10:09:24.993; utils.log; Chrome browser is Selected 
INFO  - 2022-03-07 10:09:28.724; utils.log; Test Execution Started On Dev
INFO  - 2022-03-07 10:09:34.948; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-07 10:09:36.964; utils.log; Employer Login Successful
INFO  - 2022-03-07 10:09:41.135; utils.log; Dropdown  Clicked
INFO  - 2022-03-07 10:09:43.191; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-07 10:09:45.247; utils.log; Open Menu  Clicked
INFO  - 2022-03-07 10:09:47.404; utils.log; Job Title entered into Search Box
INFO  - 2022-03-07 10:09:49.463; utils.log; Search Button  Clicked
INFO  - 2022-03-07 10:09:51.518; utils.log; Job Searched was found
INFO  - 2022-03-07 10:09:51.569; utils.log; Jobs Selected
INFO  - 2022-03-07 10:10:01.684; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-07 10:10:05.754; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-07 10:10:07.863; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 10:10:09.938; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 10:10:13.992; utils.log; Send Offer Action  Clicked
INFO  - 2022-03-07 10:10:18.104; utils.log; Send Offer Action  Clicked
INFO  - 2022-03-07 10:10:20.285; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-07 10:10:22.338; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-07 10:10:24.740; utils.log; Candidate Moved to Rejected TAB
INFO  - 2022-03-07 10:10:24.794; utils.log; Rejected TAB Clicked
INFO  - 2022-03-07 10:10:27.855; utils.log; END=FAILED
INFO  - 2022-03-09 14:25:36.608; utils.log; START=CandidateProcessingRejectedTAB--------------------------------------------------------------
INFO  - 2022-03-09 14:25:37.580; utils.log; Chrome browser is Selected 
INFO  - 2022-03-09 14:29:32.780; utils.log; START=CandidateProcessingRejectedTAB--------------------------------------------------------------
INFO  - 2022-03-09 14:29:33.650; utils.log; Chrome browser is Selected 
INFO  - 2022-03-09 14:29:38.630; utils.log; Test Execution Started On Dev
INFO  - 2022-03-09 14:29:44.591; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-09 14:29:46.607; utils.log; Employer Login Successful
INFO  - 2022-03-09 14:29:50.806; utils.log; Dropdown  Clicked
INFO  - 2022-03-09 14:29:52.857; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-09 14:29:54.917; utils.log; Open Menu  Clicked
INFO  - 2022-03-09 14:29:57.102; utils.log; Job Title entered into Search Box
INFO  - 2022-03-09 14:29:59.161; utils.log; Search Button  Clicked
INFO  - 2022-03-09 14:30:01.214; utils.log; Job Searched was found
INFO  - 2022-03-09 14:30:01.294; utils.log; Jobs Selected
INFO  - 2022-03-09 14:30:11.408; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-09 14:30:15.478; utils.log; Favorite TAB   Clicked 
INFO  - 2022-03-09 14:30:17.580; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-09 14:30:19.670; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-09 14:30:23.724; utils.log; Send Offer Action  Clicked
INFO  - 2022-03-09 14:30:27.830; utils.log; Send Offer Action  Clicked
INFO  - 2022-03-09 14:30:29.886; utils.log; CheckBox  Clicked to select a Talent 
INFO  - 2022-03-09 14:30:31.945; utils.log; Actions Buttons  Clicked
INFO  - 2022-03-09 14:30:34.361; utils.log; Candidate Moved to Rejected TAB
INFO  - 2022-03-09 14:30:34.419; utils.log; Rejected TAB Clicked
INFO  - 2022-03-09 14:30:37.512; utils.log; END=FAILED
INFO  - 2022-03-10 06:37:59.872; utils.log; START=UniversityViewJobs--------------------------------------------------------------
INFO  - 2022-03-10 06:38:05.347; utils.log; Test Execution Started On Dev
INFO  - 2022-03-10 06:38:10.388; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-10 06:38:14.415; utils.log; University Login Successful
INFO  - 2022-03-10 06:38:18.722; utils.log; Dropdown  Clicked
INFO  - 2022-03-10 06:39:00.755; utils.log; END=FAILED
INFO  - 2022-03-10 06:39:52.236; utils.log; START=UniversityViewJobs--------------------------------------------------------------
INFO  - 2022-03-10 06:39:57.270; utils.log; Chrome browser is Selected 
INFO  - 2022-03-10 06:39:59.419; utils.log; Test Execution Started On  Alpha
INFO  - 2022-03-10 06:40:04.458; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-10 06:40:08.482; utils.log; University Login Successful
INFO  - 2022-03-10 06:40:13.736; utils.log; END=FAILED
INFO  - 2022-03-10 06:40:23.482; utils.log; START=UniversityViewJobs--------------------------------------------------------------
INFO  - 2022-03-10 06:40:27.651; utils.log; Chrome browser is Selected 
INFO  - 2022-03-10 06:40:29.821; utils.log; Test Execution Started On  Alpha
INFO  - 2022-03-10 06:40:34.832; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-10 06:40:38.847; utils.log; University Login Successful
INFO  - 2022-03-10 06:40:43.104; utils.log; Dropdown  Clicked
INFO  - 2022-03-10 06:40:45.164; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-10 06:40:47.167; utils.log; End TEST-------------------------- UniversityViewJobs------------------------
INFO  - 2022-03-10 06:40:47.168; utils.log; END=PASSED
INFO  - 2022-03-10 06:42:13.311; utils.log; START=UniversityViewJobs--------------------------------------------------------------
INFO  - 2022-03-10 06:42:19.202; utils.log; Chrome browser is Selected 
INFO  - 2022-03-10 06:42:21.274; utils.log; Test Execution Started On  Alpha
INFO  - 2022-03-10 06:42:26.606; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-10 06:42:30.624; utils.log; University Login Successful
INFO  - 2022-03-10 06:42:34.942; utils.log; Dropdown  Clicked
INFO  - 2022-03-10 06:42:37.011; utils.log; Jobs Menu  Clicked
INFO  - 2022-03-10 06:43:19.047; utils.log; END=FAILED
INFO  - 2022-03-10 06:44:37.389; utils.log; START=UniversityViewJobs--------------------------------------------------------------
INFO  - 2022-03-10 06:44:42.266; utils.log; Chrome browser is Selected 
INFO  - 2022-03-10 06:44:44.349; utils.log; Test Execution Started On  Alpha
INFO  - 2022-03-10 06:44:49.804; utils.log; Username , Password Entered and Sign In Button Clicked  
INFO  - 2022-03-10 06:44:53.827; utils.log; University Login Successful
INFO  - 2022-03-10 06:44:58.063; utils.log; Dropdown  Clicked
